Mincha,0
Can I see ur boobs?,1
I'm at school,0
I wish I never knew you. You are literally the worst thing which has happened to me.,0
"""And then another one text then your ass next and I'm gonna text your ass back like: I don't fuck with you! You little stupid ass bitch I ain't fuckin' with you!""",1
Don't know what it was,0
good nite!,0
?? ?? ?? ????? ?? ??? ????,0
"""U bitch just die""",1
"""Miley has been a staple for kids everywhere since Hannah Montana and was especially popular amongst young girls and then years later from her alter ego she decides to go down a road of controversy and straight up whore/slut activities.""",0
"""She choosin that's her decision free my niggas in prison.""",1
"""I just had sex and it felt so good it did indeed she let me put my penis inside her.""",1
She was all drugged up! She really thought she was gettin it!,1
And how is it going?,0
U think it's so bad to tell him he looks like a goat??? Joseph does too,0
Idk when,0
I'm a redpilled nigger. I hate my species & accept the fact the whites are superior. Should I kill myself or become your slave? OR I can go shoot shit up at my next family reunion.,1
Yea,0
I'm on the bus ????????????,0
K,0
"""I'd be ashamed if my """"little girl"""" did such trashy stuff but he came out and said he was proud of her and to keep it up?""",0
And the best part is?,0
Im allergic 2 haters.,1
"""I be balling on these niggas got me feeling like sports dash got so much wood I could build me a fort.""",0
The first thing Eli said was. Wow ur tall!,0
No one likes you.,1
"""U r stupid fat retarded and i think u should die.""",1
Im gonna cut ur dick out,1
Dope,0
This song is the only thing that made me feel happy when I was 10 and I got left out of everything I was bullied even by my teacher it kept me out of subside thanks and I'm now 11 thanks again,0
What's up??,0
Marc is awesome,0
That guy is a pedofile and I don&rsquo;t think you should go anywhere near him.,1
"""I dont wanna talk to u never again in my life i hate what u did to me and i hate that i was stupid enough to believe u. Just forget about me and leave me alone. I should have heard my mom when she told me that you werent good enough for me.""",1
Amazing!!! Tysm. Pls make sure apartment door is closed,0
I rsquo;m going to fucking kill Google.,1
We already have planz,0
I hate black people,1
It's just the demo program I was to lazy in that moment to write a program and upload it,0
Sorry sent that already,0
All I ever felt was this helplessness.,0
Come eat my banana,1
"""Cmon babe I promise ur first time wont hurt""",1
I love you,0
11-Sep-16,0
"""Tell me what you see is it money or it's me?""",0
Still playing x box,0
And we got something that isn't bad for u,0
Whats up,0
Im gonna punch u in face,1
U suck,1
Tell him,0
You're annoying.,1
????????????????,0
Yea,0
Im gonna force my penis so deep in ur throat that ur gonna puke,1
???,0
"""They like Monty can you be my baby daddy I'm like yeah.""",0
K,0
Can we go to it,0
I will shit fury all over you and you will drown in it.,1
WTF,0
!,0
If you died nobody would even care,1
Call me!!!!,0
If you are send pic,0
have this song played at my funeral when i die. to say that this version is soulless is a pretty dumb statement.,0
You are a degenerate.,0
?,0
Do you want to have a sleep over?,0
"""I would never even like u its pathetic that u love me""",1
Fine,0
"""I feel you. When Stoick died I couldn't even stop the shock because Dreamworks killed him after about 20 minutes from their reunion. I mean where b is the justice in that?""",0
"""They have no idea. To them every twitch of the nose or spontaneous nap time is just another part of their everyday routine.""",0
"""I desire it desperately. I want it more than money fame property or virtually anything else of this earth.""",0
I wanna eat your marzipan in bed.,0
Why can't you post the whole video. It's a pain in the ass trying to find it elsewhere.,1
But you are whatsapping marc,0
When later?,0
Find me up in the MGM casino in the D. Fuckin' off fetti I could've put on property.,1
Fuck you,1
Now I hear the same music on my laptop and phone and it touches my soul just as much.,0
Cant wait to cut out ur fingers,1
Which minyan,0
Cuz if not or if u want to go than maybe we can,0
"""I need to call my GF like right now!!""",0
"""tonite i wanna go down on u & make u extremely happy. then come back up slowly & fuck u real good. yours truly gas prices""",1
But ok,0
Can't,0
"""U dont know what a bj is? U r such a baby maybe thats why he doesnt like u""",1
"""Hey now hey now this is what freaks are made of.""",1
Then why you up,0
I dont even have to hurt you cuz you do it so fucking well on your own. Why you so stupid?,1
IKEA much funnier,0
Marc wants to,0
Shit,1
Im gonna punch u until u cant walk,1
You're not gonna tell anybody right,0
Btw shalom thanks for getting us/me to watch this,0
"""I rsquo;m going to fucking bury that guy I have done it before and I will do it again.""",1
"""I wanna cum inside u babe why do u make me use condom?""",1
Did u bring the cigarettes?,1
I am trained in gorilla warfare and I&rsquo;m the top sniper in the entire US armed forces.,0
Did u go to Masada ever,0
Love ya,0
"""Mommy I just found out that the little boy next door has a penis like a peanut.""",1
""" you goddamn idiot.""",1
Love you!!,0
You need to be in season 4 to know what we are talking about,0
Hi,0
As long as there is weed Im in,1
Your entire arsenal is not enough to fuck with one round.,1
Hey,0
"""Bah! They've no understanding.""""""",0
You are so fat the earth shakes every time you walk on those faggot feet of yours.,1
If yes wana get pizza and French fries for lunch there?,0
I have to know??!,0
What The hell Miley did u fall on your head cause hun u acting like a hoe .,1
But it's not in kbm,0
Are you up,0
"""These girls they down to fuck they drank got them feelin' theyself. This night life shit ain&rsquo;t new to me all the bad bitches get loose with me.""",1
Im gonna eat ur hairy pussy,1
Fuck u,1
"""I would love to get to know u more specially in bed""",1
U are useless and no one like u,1
You have a look in your eye like you haven&rsquo;t been fucked in a year.,1
jump off a building.,1
U make me horny,1
"""I hope she has drugs or this get together is gonna suck""",1
"""She was so cute when she had long brown hair now she looks like a hooker.""",1
Fuck you,1
Ur just a no one,1
"""Damn ain?? it crazy when you??e loveswept you??l do anything for the one you love cuz anytime that you needed me I?? be there it?? like you were my favorite drug.""",1
"""I've heard a lot about you passin' around blunts like a hot potato.""",1
Your mom doesn't even love you.,1
"""Hey cutie how are you today? I dont you come to my house so we can play an adult game. I promise I wont hit or burn u this time?""",1
Why don't you just go cut yourself some more and run around trying to get attention,1
Bitch!!,1
Just suck it up baby,1
I wanna buy some green,1
Stop being such a crying baby,1
"""I can't see how billy-ray cyrus is proud of his girl constantly acting like a stripper in front of millions plus totally nude doing perverted shit on the cover of magazines.""",1
Fuck you,1
Ur handjob sucks,1
You have a tiny penis,1
They dont fucking know how to run a business or manage other people.,1
U have to be fucking kidding if u thought that I would ever invite u to my bday party,1
"""You??e fucking dead kiddo.""",1
I would rather go out with a cow than with u,1
"""U know im gonna kill u the next time i see u so why dont u just kill yourself already?""",1
"""I??l send you a love letter straight from my heart fucker""",1
You need to break up with him! He is abusive?,1
Im gonna beat u after school,1
Also you and your boyfriend are disgusting.,1
